source_token,source_lemma,target_rendering,block_id
dassanena,dassana-INSTR.SG.N,দর্শন,1-0a-8
na,na-NEG,না,1-0a-8
bhāvanāya,bhāvanā-INSTR.SG.F,ভাবনা,1-0a-8
pahātabbā,pahātabba-NOM.PL.M,প্রহাতব্য,1-0a-8
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-8
dassanena,dassana-INSTR.SG.N,দর্শন,1-0a-9
pahātabbahetukā,pahātabba+hetuka-NOM.PL.M,প্রহাতব্য-হেতুক,1-0a-9
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-9
bhāvanāya,bhāvanā-INSTR.SG.F,ভাবনা,1-0a-9
pahātabbahetukā,pahātabba+hetuka-NOM.PL.M,প্রহাতব্য-হেতুক,1-0a-9
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-9
neva,neva-NEG,নহে,1-0a-9
dassanena,dassana-INSTR.SG.N,দর্শন,1-0a-9
na,na-NEG,না,1-0a-9
bhāvanāya,bhāvanā-INSTR.SG.F,ভাবনা,1-0a-9
pahātabbahetukā,pahātabba+hetuka-NOM.PL.M,প্রহাতব্য-হেতুক,1-0a-9
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-9
ācayagāmino,ācayagāmin-NOM.PL.M,চযানুগামী,1-0a-10
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-10
apacayagāmino,apacayagāmin-NOM.PL.M,অপচযানুগামী,1-0a-10
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-10
nevācayagāmināpacayagāmino,neva+ācayagāmin+apācayagāmin-NOM.PL.M,না-চযানুগামী-অপচযানুগামী,1-0a-10
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-10
sekkhā,sekkha-NOM.PL.M,শিক্ষানীয়,1-0a-11
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-11
asekkhā,asekkha-NOM.PL.M,অশিক্ষানীয়,1-0a-11
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-11
nevasekkhanāsekkhā,neva+sekkha+nāsekkha-NOM.PL.M,না-শিক্ষানীয়-অশিক্ষানীয়,1-0a-11
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-11
parittā,paritta-NOM.PL.M,পরিমিত,1-0a-12
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-12
mahaggatā,mahaggata-NOM.PL.M,মহত্,1-0a-12
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-12
appamāṇā,appamāṇā,অপরিমেয়,1-0a-12
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-12
parittārammaṇā,parittārammaṇā,পরিমিত-বিষয়ক,1-0a-13
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-13
mahaggatārammaṇā,mahaggatārammaṇā,মহত-বিষয়ক,1-0a-13
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-13
appamāṇārammaṇā,appamāṇārammaṇā,অপরিমেয়-বিষয়ক,1-0a-13
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-13
hīnā,hīna-NOM.PL.M,হীন,1-0a-14
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-14
majjhimā,majjhima-NOM.PL.M,মধ্যম,1-0a-14
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-14
paṇītā,paṇītā,প্রণীত,1-0a-14
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-14
micchattaniyatā,micchatta+niyata-NOM.PL.M,মিথ্যাত্ব-নিয়ত,1-0a-15
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-15
sammattaniyatā,sammatta+niyata-NOM.PL.M,সম্যকত্ব-নিয়ত,1-0a-15
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-15
aniyatā,aniyata-NOM.PL.M,অনিয়ত,1-0a-15
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-15
maggārammaṇā,maggārammaṇā,মার্গ-আলম্বন,1-0a-16
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-16
maggahetukā,magga+hetuka-NOM.PL.M,মার্গ-হেতুক,1-0a-16
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-16
maggādhipatino,magga+adhipati-NOM.PL.M,মার্গ-অধিপতি,1-0a-16
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-16
uppannā,uppanna-NOM.PL.M,উত্পন্ন,1-0a-17
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-17
anuppannā,anuppanna-NOM.PL.M,অনুত্পন্ন,1-0a-17
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-17
uppādino,uppādin-NOM.PL.M,উত্পাদী,1-0a-17
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-17
atītā,atīta-NOM.PL.M,অতীত,1-0a-18
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-18
anāgatā,anāgata-NOM.PL.M,অনাগত,1-0a-18
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-18
paccuppannā,paccuppanna-NOM.PL.M,প্রত্যুত্পন্ন,1-0a-18
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-18
atītārammaṇā,atītārammaṇā,অতীত-আলম্বন,1-0a-19
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-19
anāgatārammaṇā,anāgatārammaṇā,অনাগত-আলম্বন,1-0a-19
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-19
paccuppannārammaṇā,paccuppannārammaṇā,প্রত্যুত্পন্ন-আলম্বন,1-0a-19
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-19
ajjhattā,ajjhatta-NOM.PL.M,আধ্যাত্ম,1-0a-20
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-20
bahiddhā,bahiddhā-NOM.PL.M,বহির্দ্ধা,1-0a-20
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-20
ajjhattabahiddhā,ajjhatta+bahiddhā-NOM.PL.M,আধ্যাত্ম-বহির্দ্ধা,1-0a-20
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-20
ajjhattārammaṇā,ajjhattārammaṇā,আধ্যাত্ম-আলম্বন,1-0a-21
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-21
bahiddhārammaṇā,bahiddhārammaṇā,বহির্দ্ধা-আলম্বন,1-0a-21
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-21
ajjhattabahiddhārammaṇā,ajjhattabahiddhārammaṇā,আধ্যাত্ম-বহির্দ্ধা-আলম্বন,1-0a-21
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-21
sanidassanasappaṭighā,sanidassanasappaṭighā,সনিদর্শন-সপ্রতিঘ,1-0a-22
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-22
anidassanasappaṭighā,anidassanasappaṭighā,অনিদর্শন-সপ্রতিঘ,1-0a-22
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-22
anidassanaappaṭighā,anidassanaappaṭighā,অনিদর্শন-অপ্রতিঘ,1-0a-22
dhammā,dhamma-NOM.PL.M,ধর্ম,1-0a-22
Tikamātikā,tika+mātikā-LABEL,তিক-মাতৃকা,1-0a-22
